Hierarchy,Title,Space,Releases (roll-up),Releases,Team (roll-up),Team,Assignee,Reporter,Sprint (roll-up),Sprint,Target start date,Target end date,Due date (roll-up),Due date,Story points (roll-up),Story points,Parent,Priority,Labels,Components,Work item key,Work item status,Goal,Goal status,Idea,Progress (%),Progress completed (sp),Progress remaining (sp),Progress (%) work item count (IC),To do IC,In progress IC,Done IC,Total IC,Start date (roll-up),Start date,MoSCoW,T-shirt Size,DA Team,SNOW reference no.,Business Dept,Estimate (T-shirt size),BusinessValue,Business unit
SAFe Epic,Data Governance & Quality Initiative,Innovation Hub,,,IH - Catalyst,IH - Nebula,Sam Okafor,Blake Brennan,Pulse FY27-Q1S3 [COMPLETED] + Atlas Q4S6 [COMPLETED] + Pulse FY27-Q1S6,Pulse FY27-Q1S3 [COMPLETED] + Atlas Q4S6 [COMPLETED] + Pulse FY27-Q1S6,,,45975,45975,237,,,Medium,Integration,"Cloud Migration - CC, Squad Pulse",IH-4554,Done,,,Q2FY27,100,0,0,0,0,0,1,1,45947,45947,Won't Have,,,,,,,Supply Chain
Story,Optimise customer query performance,Innovation Hub,,,,IH - Atlas,Remy Johansson,Peyton Yamamoto,,Atlas Q3S6 + Nebula FY27-Q1S5 [COMPLETED],,,,46044,,3,DMND0005449 Marketing Attribution Data Model,High,"Migration, Security, Infrastructure","Squad Catalyst, Data Engineering - Practice",IH-6544,Backlog,,,,0,0,3,0,0,1,0,1,,46048,Should Have,,BI Reporting,,,,,
Story,Validate compliance data accuracy after migration,Innovation Hub,,,,IH - Vertex,Sam Johansson,Hayden Gupta,,Atlas Q3S6,,,,45906,,1,DMND0004451 Product Recommendation Engine,Medium,,"Demands - BAU, Data Engineering - Practice, Project - Funding",IH-7954,Done,,,,100,1,0,0,0,0,3,3,,45989,,,,,,,,
Sub-task,Write unit tests for warranty logic,Innovation Hub,,,,IH - Vertex,Drew Larsson,Casey Torres,,Nebula Q3S5 + Catalyst FY27-Q1S1 [COMPLETED] + Horizon Q4S5,,,,45941,,21,Migrate customer table from on-prem to cloud,Medium,,Squad Vertex,IH-1622,Backlog,,,,0,0,21,0,1,2,0,3,,46045,Could Have,,,,,,,
Sub-task,Run regression tests on compliance module,Innovation Hub,,,,IH - Atlas,Sam Johansson,Peyton Silva,,Nebula Q4S2 [COMPLETED] + Vertex FY27-Q1S4 [COMPLETED],,,,45972,,8,Implement supplier validation rules in ingestion layer,Medium,"Integration, Analytics","Squad Catalyst, Platform Ops - CC, Incidents - BAU, BAU - Funding",IH-3731,Done,Customer 360 Data Hub,Off Track,Automation,100,8,0,100,0,0,3,3,,46032,Won't Have,,,,,,,
Sub-task,Review pull request for supplier changes,Innovation Hub,,,,IH - Horizon,Peyton Nakamura,Sam Okafor,,,,,,46100,,2,Investigate contract data discrepancy,High,Reporting,Squad Vertex,IH-1994,Done,,,Performance,100,2,0,0,0,0,0,0,,45939,Won't Have,,BI Reporting,,,,,
Story,Create supplier data pipeline for audit module,Innovation Hub,,,,IH - Pulse,Taylor Okafor,Avery Petrov,,,,,,46096,,21,DMND0006537 Product Recommendation Engine,Medium,Platform,"Squad Catalyst, Data Engineering - Practice",IH-4772,Elaboration,,,,0,0,21,0,0,1,0,1,,45915,,,,,,X-Large (6+ weeks),,
Story,Integrate warranty API with production platform,Innovation Hub,,,,IH - Pulse,Peyton Brennan,Morgan Novak,,,,,,46064,,5,DMND0005449 Marketing Attribution Data Model,Medium,"DevOps, Q1FY27","Squad Catalyst, Squad Vertex, Squad Pulse, Squad Atlas",IH-5238,Done,,,,100,5,0,100,0,0,1,1,,,,,NA,,,X-Large (6+ weeks),,
Sub-task,Performance test compliance query,Innovation Hub,,,,IH - Pulse,Noel Silva,Remy Chen,,Horizon Q3S6,,,,45989,,13,Validate billing data accuracy after migration,Medium,"Automation, Infrastructure",BAU - Funding,IH-2059,Selected for Development,Customer 360 Data Hub,Off Track,,0,0,13,0,0,2,0,2,,,,,Cloud Platform,,Customer Operations,,,
Sub-task,Fix pricing data type mismatch,Innovation Hub,,,,IH - Vertex,Sam Okafor,Dakota Nakamura,,Vertex Q4S2 + Vertex FY27-Q1S6 + Vertex FY27-Q1S3,,,,45922,,13,Defect - Null values in campaign column,Medium,"Security, Reporting","Project - Funding, Squad Pulse, BAU - Funding",IH-1788,In Progress,,,,31.14,4,9,35.77,0,1,0,1,,,,,NA,,,,,
Sub-task,Grant access permissions for inventory resource,Innovation Hub,,,,IH - Catalyst,Peyton Nakamura,Morgan Novak,,Vertex FY27-Q1S6 + Pulse Q4S4 + Vertex Q4S5 + Horizon Q3S4,,,,,,2,Migrate pricing table from on-prem to cloud,Medium,,"Squad Nebula, Data Engineering - Practice, Cloud Migration - CC, Squad Vertex",IH-6127,Selected for Development,,,,0,0,2,0,1,1,0,2,,,,,Data Engineering,,,Large (4 - 6 weeks),,
Story,Migrate compliance table from on-prem to cloud,Innovation Hub,,,,IH - Catalyst,Taylor Okafor,Peyton Yamamoto,,Vertex Q3S5 [COMPLETED],,,,45912,,3,DMND0006537 Product Recommendation Engine,Low,"Compliance, Reporting",Squad Nebula,IH-5079,Done,,,,100,3,0,0,0,0,0,0,,45900,,,Data Engineering,,,,,
Story,Refactor order ingestion logic for performance,Innovation Hub,,,,IH - Atlas,Jamie Gupta,Remy Chen,,Vertex FY27-Q1S4 [COMPLETED] + Atlas Q3S4 [COMPLETED],,,,46045,,5,DMND0006603 Sustainability Reporting Dashboard,Low,,Squad Catalyst,IH-8351,Backlog,,,,0,0,5,0,0,0,0,0,,45959,Won't Have,,,,Supply Chain,,,
Story,Deploy contract service to audit workspace,Innovation Hub,,,,IH - Nebula,Kendall Gupta,Oakley Petrov,,Vertex Q3S3 + Horizon FY27-Q1S3 + Horizon FY27-Q1S4 [COMPLETED] + Atlas Q4S1,,,,46103,,21,DMND0006603 Sustainability Reporting Dashboard,Medium,,"Squad Atlas, Squad Catalyst",IH-4960,Backlog,,,,0,0,21,0,1,0,0,1,,46011,,,,,,,,
Story,Optimise supplier query performance,Innovation Hub,,,,IH - Catalyst,Skyler Kowalski,Peyton Nakamura,,,,,,,,13,DMND0005910 Employee Engagement Survey Platform,Low,"Reporting, Integration, Automation","Squad Horizon, Squad Nebula",IH-4772,Blocked,,,,0,0,13,0,0,0,0,0,,,Won't Have,,,,Customer Operations,Small (< 2 weeks),,
Sub Test Execution,Set up logistics scheduling in orchestrator,Innovation Hub,,,,IH - Pulse,,,,Vertex Q4S5 + Atlas Q3S3 + Vertex FY27-Q1S5,,,,46086,,,Implement order validation rules in enrichment layer,Low,,"Squad Catalyst, BI & Analytics - Practice, Incidents - BAU",IH-6586,Backlog,Real-Time Analytics Engine,Achieved,,0,0,0,0,1,2,0,3,,,Won't Have,,Data Engineering,,,,,
Story,Defect - Null values in logistics column,Innovation Hub,,,,IH - Pulse,Emerson Eriksson,Taylor Patel,,Catalyst Q4S4 + Atlas Q4S1 + Horizon FY27-Q1S4 [COMPLETED],,,,46035,,0,DMND0004451 Product Recommendation Engine,Medium,"Migration, Reporting","Squad Horizon, Squad Nebula, Demands - BAU, Squad Pulse",IH-8733,In Progress,,,,89.45,0,0,13.89,0,0,2,2,,45957,,,,,,,,
Story,Investigate order data discrepancy,Innovation Hub,,,,IH - Pulse,Remy Johansson,Noel Silva,,Horizon Q4S2 [COMPLETED] + Catalyst FY27-Q1S4 + Atlas FY27-Q1S5 + Pulse FY27-Q1S6,,,,45925,,8,DMND0006603 Sustainability Reporting Dashboard,Medium,,"Squad Atlas, Incidents - BAU, Squad Vertex",IH-4183,Backlog,,,,0,0,8,0,1,1,0,2,,,Won't Have,,,,Legal,,,
Epic,DMND0007816 Marketing Attribution Data Model,Innovation Hub,,,IH - Catalyst,IH - Catalyst,Logan Gupta,Riley Dumont,Atlas FY27-Q1S4 + Atlas Q4S2 + Atlas Q4S3,Atlas FY27-Q1S4 + Atlas Q4S2 + Atlas Q4S3,,,45929,45929,205,,,Medium,Security,"BAU - Funding, Squad Horizon, Squad Nebula",IH-5912,Backlog,Self-Service BI Portal,Off Track,,0,0,0,0,2,8,0,10,,,,,,,,,,
Story,Create semantic views for pricing dataset,Innovation Hub,,,,IH - Pulse,Peyton Johansson,Alex Nakamura,,Catalyst Q4S3 + Vertex Q4S5,,,,45912,,21,DMND0006537 Product Recommendation Engine,Medium,,"Squad Pulse, Squad Atlas, Squad Vertex",IH-1970,Done,,,,100,21,0,0,0,0,0,0,,45979,Won't Have,,NA,,Product & Technology,,,
Sub-task,Create linked service for customer connection,Innovation Hub,,,,IH - Pulse,Remy Johansson,Riley Dumont,,Catalyst FY27-Q1S6 [COMPLETED] + Vertex Q4S2 + Nebula Q4S1,,,,,,21,Defect - Null values in logistics column,Medium,"Q2FY27, DevOps",Squad Catalyst,IH-6109,Done,,,,100,21,0,0,0,0,3,3,,,Could Have,,,,,,,
Sub-task,Create DML scripts for inventory migration,Innovation Hub,,,,IH - Nebula,Harper Chen,,,Atlas Q4S2 + Horizon Q3S1 + Nebula Q4S4 + Catalyst Q4S5,,,,,,21,Implement forecast validation rules in staging layer,Medium,Analytics,"Squad Horizon, Platform Ops - CC, BI & Analytics - Practice",IH-7368,Backlog,,,,0,0,21,0,0,0,0,0,,46040,Should Have,,Cloud Platform,,,,,
Sub-task,Analyse existing inventory process,Innovation Hub,,,,IH - Nebula,Avery Petrov,Sam Johansson,,,,,,46030,,13,Create compliance data pipeline for reporting module,High,Security,"Squad Nebula, Demands - BAU",IH-8478,Blocked,,,,0,0,13,0,1,2,0,3,,45943,,,,,Marketing & Digital,,,
Story,Migrate inventory table from on-prem to cloud,Innovation Hub,,,,IH - Atlas,Drew Kowalski,Taylor Patel,,Atlas Q4S2,,,,,,3,DMND0005910 Employee Engagement Survey Platform,Medium,"Performance, Security","Incidents - BAU, Cloud Migration - CC",IH-7178,Selected for Development,Cloud Platform Migration,At Risk,,0,0,3,0,1,1,0,2,,45965,,,Data Science,,,,,
Story,Migrate payment table from on-prem to cloud,Innovation Hub,,,,IH - Nebula,Casey Torres,Skyler Petrov,,Nebula Q3S6 + Pulse FY27-Q1S4 [COMPLETED] + Pulse Q4S5 [COMPLETED] + Nebula FY27-Q1S3 [COMPLETED],,,,46086,,0,DMND0006603 Sustainability Reporting Dashboard,Medium,,"BI & Analytics - Practice, Project - Funding, BAU - Funding, Incidents - BAU",IH-7550,Elaboration,,,,0,0,0,0,0,1,0,1,,46001,,,BI Reporting,,,Small (< 2 weeks),,
Story,Implement customer validation rules in reconciliation layer,Innovation Hub,,,,IH - Atlas,,Sam Costa,,Nebula Q3S6 + Nebula FY27-Q1S2 + Nebula FY27-Q1S6,,,,,,8,DMND0006603 Sustainability Reporting Dashboard,Medium,"Migration, Performance","Squad Horizon, Squad Pulse",IH-1777,Backlog,,,,0,0,8,0,0,0,0,0,,45931,Should Have,,,,Human Resources,,,
Story,Create semantic views for contract dataset,Innovation Hub,,,,IH - Vertex,Emerson Eriksson,Harper Okafor,,Pulse Q3S1 + Catalyst Q3S5 [COMPLETED] + Horizon FY27-Q1S5 + Catalyst Q3S6,,,,,,3,DMND0005910 Employee Engagement Survey Platform,Medium,"Compliance, Security, Q1FY27","BI & Analytics - Practice, Project - Funding",IH-8565,Done,,,,100,3,0,0,0,0,3,3,,46030,Should Have,,,CHG0041421,,,,
Story,Optimise compliance query performance,Innovation Hub,,,,IH - Pulse,Riley Dumont,,,Nebula Q3S3 + Atlas Q3S4 [COMPLETED],,,,,,21,DMND0005449 Marketing Attribution Data Model,Medium,Compliance,"Platform Ops - CC, Data Engineering - Practice, Squad Nebula, Squad Horizon",IH-4903,Done,,,,100,21,0,100,0,0,3,3,,45926,Must Have,,,,Human Resources,,,
Story,Defect - pricing not displaying correct values,Innovation Hub,,,,IH - Horizon,Logan Gupta,Dakota Nakamura,,Atlas FY27-Q1S5,,,,45909,,13,DMND0004451 Product Recommendation Engine,High,,Squad Catalyst,IH-5247,Backlog,Data Quality Framework,On Track,,0,0,13,0,0,1,0,1,,,Won't Have,,NA,,,Small (< 2 weeks),,
Story,UAT sign-off for payment feature,Innovation Hub,,,,IH - Nebula,Hayden Gupta,Harper Chen,,Pulse Q4S1 [COMPLETED],,,,45921,,5,DMND0005910 Employee Engagement Survey Platform,Medium,"Analytics, Security",Squad Pulse,IH-9216,Backlog,,,,0,0,5,0,3,0,0,3,,,,,,,Finance & Risk,,,
Sub-task,Update documentation for warranty schema,Innovation Hub,,,,IH - Pulse,Sam Costa,,,Vertex FY27-Q1S2 + Vertex Q3S6 [COMPLETED] + Nebula Q4S5 + Nebula Q3S3,,,,46047,,21,Migrate customer table from on-prem to cloud,Low,,"Squad Vertex, Platform Ops - CC",IH-8588,In Progress,,,,43.66,9,12,75.08,1,0,1,2,,,,,,,,,,
Story,Defect - Null values in revenue column,Innovation Hub,,,,IH - Pulse,Peyton Johansson,,,Nebula Q3S1,,,,,,1,DMND0004451 Product Recommendation Engine,Medium,,"Squad Horizon, BI & Analytics - Practice, Incidents - BAU",IH-9476,In Progress,Cloud Platform Migration,On Track,,62.32,1,0,13.07,0,0,0,0,,,,,Cloud Platform,,,,,
Sub-task,Set up contract scheduling in orchestrator,Innovation Hub,,,,IH - Pulse,Riley Dumont,,,Vertex Q3S2 + Horizon FY27-Q1S1 + Nebula Q3S1,,,,45910,,1,Optimise compliance query performance,Low,,"Platform Ops - CC, Demands - BAU, Squad Catalyst, Data Engineering - Practice",IH-2889,In Progress,Cloud Platform Migration,Achieved,,77.54,1,0,67.41,0,0,0,0,,45995,,,,,,,,
Sub-task,Run regression tests on revenue module,Innovation Hub,,,,IH - Nebula,Skyler Petrov,Oakley Petrov,,,,,,46067,,21,Create logistics data pipeline for transformation module,Low,,"BI & Analytics - Practice, Squad Nebula, Squad Pulse",IH-6978,In Progress,Customer 360 Data Hub,Achieved,,59.18,12,9,15.9,0,1,2,3,,45958,Must Have,,Data Engineering,,,,,
SAFe Epic,Regulatory Compliance Automation,Innovation Hub,,,"IH - Catalyst, IH - Atlas",IH - Catalyst,Kendall Gupta,Logan Kim,Pulse Q4S5 [COMPLETED],Pulse Q4S5 [COMPLETED],,,,,204,,,Medium,"Performance, Integration, Security","Cloud Migration - CC, Incidents - BAU, Squad Catalyst",IH-6907,In Progress,,,,63.63,0,0,41.58,1,4,9,14,,,Must Have,,BI Reporting,,,,,
Sub-task,Analyse existing inventory process,Innovation Hub,,,,IH - Vertex,Taylor Patel,Emerson Eriksson,,Vertex FY27-Q1S2 + Nebula FY27-Q1S6 + Vertex FY27-Q1S3 + Horizon Q3S6,,,,46009,,21,Validate billing data accuracy after migration,High,"Q1FY27, Infrastructure",Incidents - BAU,IH-6031,Backlog,,,Performance,0,0,21,0,1,2,0,3,,,Could Have,,Data Architecture,,,,,
Sub-task,Create DML scripts for supplier migration,Innovation Hub,,,,IH - Pulse,Taylor Patel,Hayden Gupta,,Nebula Q4S1,,,,,,5,Migrate payment table from on-prem to cloud,Medium,,"Project - Funding, Squad Catalyst, Squad Horizon",IH-6000,Selected for Development,,,,0,0,5,0,1,1,0,2,,46017,,,,,,,,
Story,Set up inventory environment for notification testing,Innovation Hub,,,,IH - Pulse,Jordan Gupta,Emerson Eriksson,,Nebula FY27-Q1S1 [COMPLETED] + Pulse FY27-Q1S4 [COMPLETED],,,,45918,,0,DMND0006603 Sustainability Reporting Dashboard,Lowest,,"Project - Funding, Squad Atlas, BAU - Funding",IH-2475,Backlog,,,,0,0,0,0,0,1,0,1,,46029,,,,,Supply Chain,,,Human Resources
Epic,DMND0005553 Revenue Leakage Detection Module,Innovation Hub,,,"IH - Vertex, IH - Horizon",IH - Pulse,Avery Petrov,Peyton Johansson,Atlas FY27-Q1S2 + Nebula Q3S5,Atlas FY27-Q1S2 + Nebula Q3S5,,,,,381,,Data Governance & Quality Initiative,Medium,"Reporting, DevOps, Compliance","BI & Analytics - Practice, Demands - BAU",IH-9772,Blocked,,,,0,0,0,0,2,6,0,8,,,,,Data Architecture,,,,,
Story,Implement payment validation rules in staging layer,Innovation Hub,,,,IH - Vertex,Peyton Yamamoto,,,Nebula Q3S2,,,,,,5,DMND0005449 Marketing Attribution Data Model,Medium,"Infrastructure, Compliance, Migration","Incidents - BAU, Project - Funding, Demands - BAU, BI & Analytics - Practice",IH-5656,In Progress,,,,65.45,3,2,49.35,0,0,1,1,,,Must Have,,,,,,,
Story,Optimise contract query performance,Innovation Hub,,,,IH - Nebula,Blake Brennan,Oakley Petrov,,,,,,45983,,1,DMND0004451 Product Recommendation Engine,Medium,,"BAU - Funding, Squad Catalyst, Project - Funding, Squad Horizon",IH-1538,In Progress,,,,28.29,0,1,14.77,1,1,1,3,,,,,,,,,,
Sub-task,Review pull request for warranty changes,Innovation Hub,,,,IH - Vertex,Peyton Silva,,,Catalyst Q4S3,,,,46103,,1,Implement payment validation rules in staging layer,Low,DevOps,"Squad Vertex, BI & Analytics - Practice, Squad Atlas",IH-1536,Backlog,Automated Compliance Pipeline,At Risk,,0,0,1,0,0,0,0,0,,45972,Must Have,,,,,,,
Epic,DMND0007292 Fraud Detection Model Deployment,Innovation Hub,,,"IH - Horizon, IH - Nebula, IH - Catalyst",IH - Catalyst,Noel Silva,Harper Okafor,,,,,,45965,278,,,Medium,,"Platform Ops - CC, Squad Catalyst, Squad Horizon",IH-4231,In Progress,,,,69.29,0,0,59.05,2,2,10,14,,,,,,,,,,
Sub-task,Resolve merge conflict in warranty branch,Innovation Hub,,,,IH - Atlas,Drew Petrov,,,Nebula Q3S6,,,,,,13,Refactor order ingestion logic for performance,Medium,Compliance,"Data Engineering - Practice, Squad Nebula",IH-5281,Backlog,,,,0,0,13,0,0,2,0,2,,46026,,,Cloud Platform,,,,,
Sub-task,Grant access permissions for pricing resource,Innovation Hub,,,,IH - Vertex,Sam Okafor,,,,,,,46006,,13,Defect - Null values in logistics column,Medium,Security,"Demands - BAU, Cloud Migration - CC, Platform Ops - CC, BAU - Funding",IH-5137,Done,,,,100,13,0,100,0,0,0,0,,46041,Should Have,,Data Architecture,,,,,Marketing & Digital
Story,Build warranty dashboard component,Innovation Hub,,,,IH - Catalyst,Avery Petrov,Sam Costa,,Atlas Q4S6 [COMPLETED],,,,45967,,21,DMND0006603 Sustainability Reporting Dashboard,Medium,Performance,"Squad Nebula, Platform Ops - CC",IH-4474,In Progress,,,,20.33,4,17,71.62,1,1,0,2,,45907,Should Have,,,,,,,
Story,Create customer data pipeline for reporting module,Innovation Hub,,,,IH - Pulse,Drew Larsson,Avery Petrov,,Nebula Q3S2 + Pulse Q3S4 + Horizon Q4S5,,,,,,21,DMND0005910 Employee Engagement Survey Platform,High,,"Platform Ops - CC, Squad Nebula, Cloud Migration - CC, Demands - BAU",IH-2252,Elaboration,,,,0,0,21,0,1,2,0,3,,45933,Won't Have,,,,,,,
Sub-task,Run regression tests on compliance module,Innovation Hub,,,,IH - Pulse,Sam Costa,Emerson Eriksson,,Atlas Q4S6 [COMPLETED] + Catalyst FY27-Q1S1 [COMPLETED],,,,45901,,21,Add billing field mapping to notification schema,Medium,"Compliance, Security, Q2FY27","BAU - Funding, BI & Analytics - Practice, Squad Vertex",IH-3715,In Progress,,,,73.38,15,6,64.3,0,1,2,3,,,,,NA,,Supply Chain,X-Large (6+ weeks),,
Story,Defect - supplier not displaying correct values,Innovation Hub,,,,IH - Horizon,Logan Kim,Drew Larsson,,,,,,46024,,13,DMND0006603 Sustainability Reporting Dashboard,Highest,"Migration, Integration","Data Engineering - Practice, Incidents - BAU, Squad Nebula",IH-4282,Done,,,,100,13,0,100,0,0,1,1,,,Won't Have,,,,,,,
Story,Refactor billing ingestion logic for performance,Innovation Hub,,,,IH - Nebula,Peyton Brennan,Emerson Eriksson,,Vertex Q3S2,,,,45941,,21,DMND0005910 Employee Engagement Survey Platform,Low,,"Squad Nebula, Data Engineering - Practice, BAU - Funding, Squad Horizon",IH-8763,In Progress,,,,20.28,4,17,70.01,2,0,0,2,,45951,Could Have,,,,,,,
Story,Add error handling to payment process,Innovation Hub,,,,IH - Catalyst,Taylor Okafor,Taylor Okafor,,,,,,45923,,0,DMND0007292 Fraud Detection Model Deployment,Medium,,Demands - BAU,IH-5298,Backlog,,,,0,0,0,0,1,1,0,2,,46013,,,,NSREQ2897122,,,,Finance & Risk
Story,Defect - revenue not displaying correct values,Innovation Hub,,,,IH - Atlas,Peyton Yamamoto,Riley Dumont,,Horizon Q4S5 + Catalyst Q3S3 [COMPLETED],,,,45908,,3,DMND0007292 Fraud Detection Model Deployment,Medium,Performance,"Data Engineering - Practice, Squad Catalyst",IH-2249,Backlog,,,,0,0,3,0,1,1,0,2,,45979,,,NA,,,X-Large (6+ weeks),,
Story,Deploy revenue service to analytics workspace,Innovation Hub,,,,IH - Atlas,Avery Petrov,Kendall Gupta,,Nebula FY27-Q1S6 + Atlas FY27-Q1S5,,,,45928,,13,DMND0005910 Employee Engagement Survey Platform,Lowest,"Automation, Analytics","Project - Funding, Squad Vertex, BAU - Funding, Data Engineering - Practice",IH-5738,Backlog,,,,0,0,13,0,0,2,0,2,,46049,,,,,,,,
Sub-task,Deploy billing changes to test environment,Innovation Hub,,,,IH - Vertex,,Skyler Petrov,,Horizon Q3S3 [COMPLETED] + Catalyst FY27-Q1S1 [COMPLETED] + Catalyst FY27-Q1S4 + Catalyst Q4S5,,,,,,0,Build warranty dashboard component,Medium,,"Squad Pulse, Data Engineering - Practice",IH-6409,In Progress,,,,63.28,0,0,59.5,1,0,2,3,,45977,,,,,,,,
Sub-task,Fix forecast data type mismatch,Innovation Hub,,,,IH - Catalyst,Riley Dumont,Jamie Gupta,,Catalyst Q3S5 [COMPLETED],,,,,,2,Update customer transformation logic,High,"Automation, Q2FY27, Q1FY27",Squad Pulse,IH-4019,Backlog,,,,0,0,2,0,0,0,0,0,,,Must Have,,,,,,,
Story,Defect - payment not displaying correct values,Innovation Hub,,,,IH - Nebula,,Cameron Nakamura,,Pulse FY27-Q1S4 [COMPLETED] + Pulse Q3S5 [COMPLETED],,,,45979,,13,DMND0006603 Sustainability Reporting Dashboard,Medium,,"Platform Ops - CC, BAU - Funding",IH-6094,Backlog,Data Quality Framework,At Risk,,0,0,13,0,3,0,0,3,,45988,Could Have,,,,,,,
Story,Refactor order ingestion logic for performance,Innovation Hub,,,,IH - Vertex,Peyton Silva,Blake Brennan,,Vertex Q4S2,,,,,,8,DMND0005449 Marketing Attribution Data Model,Low,"Reporting, Performance","Squad Vertex, Squad Catalyst",IH-7610,Backlog,,,,0,0,8,0,0,0,0,0,,,,,,,,,,
Story,Add payment field mapping to notification schema,Innovation Hub,,,,IH - Catalyst,Blake Brennan,Drew Larsson,,Horizon Q4S5,,,,46092,,2,DMND0005449 Marketing Attribution Data Model,Medium,DevOps,"Squad Horizon, Squad Vertex",IH-3030,In Progress,Automated Compliance Pipeline,Achieved,,15.72,0,2,43.12,1,2,0,3,,45921,Could Have,,,,,,,
Sub-task,Deploy billing changes to test environment,Innovation Hub,,,,IH - Catalyst,Peyton Nakamura,Jamie Gupta,,,,,,45990,,8,Create semantic views for contract dataset,Medium,"Automation, Infrastructure",Cloud Migration - CC,IH-6403,Done,,,,100,8,0,100,0,0,2,2,,46034,Must Have,,,,,,,
Sub Test Execution,Resolve merge conflict in campaign branch,Innovation Hub,,,,IH - Horizon,Drew Petrov,Peyton Brennan,,,,,,46110,,,Update customer transformation logic,Medium,,"BAU - Funding, Squad Atlas, Squad Horizon",IH-5536,In Progress,,,,66.95,0,0,57.39,0,1,1,2,,45960,Could Have,,,,Customer Operations,,,
Sub-task,Deploy billing changes to test environment,Innovation Hub,,,,IH - Atlas,Sam Johansson,Peyton Nakamura,,,,,,46069,,1,Migrate compliance table from on-prem to cloud,Lowest,"Q2FY27, Infrastructure, Reporting","Data Engineering - Practice, Squad Nebula",IH-1070,Done,Cloud Platform Migration,Off Track,,100,1,0,100,0,0,2,2,,,,,BI Reporting,,,,,
Story,Configure supplier alerts for transformation monitoring,Innovation Hub,,,,IH - Vertex,Remy Chen,Morgan Novak,,,,,,,,1,DMND0007292 Fraud Detection Model Deployment,Medium,Performance,"Squad Nebula, BAU - Funding",IH-6554,In Progress,,,,56.95,1,0,57.92,0,1,1,2,,,,,,DMND00031450,,,,
Story,Configure forecast alerts for transformation monitoring,Innovation Hub,,,,IH - Vertex,,Peyton Brennan,,,,,,46047,,2,DMND0007292 Fraud Detection Model Deployment,High,,"Demands - BAU, BI & Analytics - Practice, Data Engineering - Practice, Squad Pulse",IH-2592,Backlog,,,,0,0,2,0,0,0,0,0,,46050,Won't Have,,,,,,,
Story,Migrate pricing table from on-prem to cloud,Innovation Hub,,,,IH - Catalyst,Hayden Gupta,Avery Petrov,,Vertex Q3S3 + Catalyst Q3S1 + Nebula Q3S1 + Horizon Q3S3 [COMPLETED],,,,45910,,5,DMND0005449 Marketing Attribution Data Model,Medium,,"Squad Horizon, Squad Catalyst, Incidents - BAU, BAU - Funding",IH-1522,Done,,,,100,5,0,100,0,0,3,3,,45954,Should Have,,,,,,,
Story,Build fleet dashboard component,Innovation Hub,,,,IH - Pulse,Sam Costa,Harper Okafor,,Vertex FY27-Q1S4 [COMPLETED] + Catalyst FY27-Q1S5 + Vertex FY27-Q1S3,,,,46021,,3,DMND0005449 Marketing Attribution Data Model,High,,Incidents - BAU,IH-6236,In Progress,Data Quality Framework,On Track,,54.52,2,1,52.91,0,0,0,0,,45919,Should Have,,,,,,,
Epic,DMND0004649 Payment Gateway Data Integration,Innovation Hub,,,IH - Horizon,IH - Pulse,Hayden Gupta,Riley Dumont,Atlas FY27-Q1S3,Atlas FY27-Q1S3,,,,45936,152,,Data Governance & Quality Initiative,Lowest,,"Platform Ops - CC, Squad Atlas, Incidents - BAU, Cloud Migration - CC",IH-2619,Test,,,,0,0,0,0,0,2,0,2,,,,,,,,,,
Story,UAT sign-off for warranty feature,Innovation Hub,,,,IH - Pulse,Sam Okafor,Harper Chen,,Vertex FY27-Q1S2,,,,46078,,8,DMND0007292 Fraud Detection Model Deployment,Medium,,"Incidents - BAU, Squad Horizon",IH-9731,Backlog,,,,0,0,8,0,2,0,0,2,,45951,,,,,,,,
Story,Update payment transformation logic,Innovation Hub,,,,IH - Atlas,Peyton Silva,,,Nebula Q3S6,,,,46114,,8,DMND0005910 Employee Engagement Survey Platform,Medium,,"Squad Vertex, Project - Funding",IH-1341,In Progress,Customer 360 Data Hub,Achieved,Security,85.16,7,1,74.59,0,0,3,3,,45901,,,,,,,,
Story,Update campaign transformation logic,Innovation Hub,,,,IH - Catalyst,Emerson Eriksson,Sam Johansson,,Pulse FY27-Q1S6 + Vertex Q4S1,,,,45907,,2,DMND0004649 Payment Gateway Data Integration,Medium,,"Platform Ops - CC, Incidents - BAU",IH-7542,Backlog,,,,0,0,2,0,0,1,0,1,,,Could Have,,,,,,,
Story,Optimise warranty query performance,Innovation Hub,,,,IH - Horizon,Remy Johansson,Casey Torres,,,,,,45963,,5,DMND0006537 Product Recommendation Engine,Medium,Security,"Demands - BAU, Squad Nebula, BI & Analytics - Practice, BAU - Funding",IH-9045,In Progress,Cloud Platform Migration,Off Track,,36.41,2,3,12.67,1,0,0,1,,46033,Should Have,,,INC0269581,,,,
Epic,DMND0004410 Revenue Leakage Detection Module,Innovation Hub,,,IH - Nebula,IH - Vertex,Peyton Brennan,Noel Silva,Vertex Q3S3 + Horizon Q4S1 + Vertex Q4S4,Vertex Q3S3 + Horizon Q4S1 + Vertex Q4S4,,,,45979,26,,Regulatory Compliance Automation,Highest,,Platform Ops - CC,IH-3337,Backlog,,,,0,0,0,0,2,4,0,6,45982,45982,,Medium (2 - 4 weeks),Data Architecture,,,,,Human Resources
