Hierarchy,Title,Space,Releases (roll-up),Releases,Team (roll-up),Team,Assignee,Reporter,Sprint (roll-up),Sprint,Target start date,Target end date,Due date (roll-up),Due date,Story points (roll-up),Story points,Parent,Priority,Labels,Components,Work item key,Work item status,Goal,Goal status,Idea,Progress (%),Progress completed (sp),Progress remaining (sp),Progress (%) work item count (IC),To do IC,In progress IC,Done IC,Total IC,Start date (roll-up),Start date,MoSCoW,T-shirt Size,DA Team,SNOW reference no.,Business Dept,Estimate (T-shirt size),BusinessValue,Business unit
Epic,Utilise the Job cluster to avoid the resource conflicts in processing the data,Data Office,,,DO - Vanguard,DO - Engineering Practice,Atul Sharma,Atul Sharma,"COPS FY26-Q4-S3, Vanguard FY26-Q4-S2, Vanguard FY26-Q4-S4, Vanguard FY26-Q4-S5",,,,25-Mar-26,,5,,System Performance improvement,Highest,,"Squad Vanguard, BAU - Funding, Engineering - Practice, DO Q4 Engineering Practice Planning, DO FY27 Q1 Engineering Practice Planning",DA-4511,Backlog,,,,60,3,2,25,3,0,1,4,29-Jan-26,,Must Have,,,,,,,
Epic,Modify the existing linked service to utilise the SHIR in an efficient way.,Data Office,,,DO - Engineering Practice,DO - Engineering Practice,Himanshu Gahlot,Atul Sharma,,,,,,,,,System Performance improvement,Highest,,"Squad Vanguard, BAU - Funding, Alfa - CC, Engineering - Practice, DO Q4 Engineering Practice Planning, Other - BAU, DO FY27 Q1 Engineering Practice Planning",DA-4011,Backlog,,,,0,0,0,0,2,0,0,2,,,Must Have,,,,,,,
Epic,Reduce the TFAAP - Dim and Fact processing time.,Data Office,,,,DO - Engineering Practice,Venu Marrisetty,Atul Sharma,,,,,,,,,System Performance improvement,Highest,,"Squad Gemba, BAU - Funding, Engineering - Practice, DO Q4 Engineering Practice Planning, Other - BAU, DO FY27 Q1 Engineering Practice Planning",DA-4012,Backlog,,,,0,0,0,0,0,0,0,0,,,Must Have,,,,,,,
Epic,Review the partition scheme,Data Office,,,,DO - Engineering Practice,Himanshu Gahlot,Greg Collocott,,,,,,31-Mar-26,,,System Performance improvement,Highest,,"Squad COPS, BAU - Funding, Engineering - Practice, DO Q4 Engineering Practice Planning, Other - BAU, DO FY27 Q1 Engineering Practice Planning",DA-3984,Backlog,,,,0,0,0,0,0,0,0,0,,1-Jan-26,Must Have,,,,,,,
Epic,Post-UC upgrade: Tuning and time adjustments ,Data Office,,,,DO - Engineering Practice,Venu Marrisetty,Atul Sharma,,,,,,,,,System Performance improvement,Highest,,"Squad Gemba, BAU - Funding, Engineering - Practice, DO Q4 Engineering Practice Planning, Other - BAU, DO FY27 Q1 Engineering Practice Planning",DA-4016,Backlog,,,,0,0,0,0,0,0,0,0,,,Must Have,,,,,,,
Epic,Code refactoring,Data Office,,,,DO - Engineering Practice,Himanshu Gahlot,Atul Sharma,,,,,,,,,System Performance improvement,Highest,,"BAU - Funding, Engineering - Practice, DO Q4 Engineering Practice Planning, Other - BAU, DO FY27 Q1 Engineering Practice Planning",DA-4009,Backlog,,,,0,0,0,0,0,0,0,0,,,Should Have,,,,,,,
Epic,PRB0043072 Quote missing and inconsistency in EDMP and on-prem,Data Office,,,,DO - Engineering Practice,Jyothi Bodasakurti,Anette Hon,,,,,,,,,Data Office Problem Tickets,High,Problem,"BAU - Funding, Incidents - BAU, DO FY27 Q1 Engineering Practice Planning",DA-1678,Elaboration,,,,0,0,0,0,0,0,0,0,,,Must Have,,,PRB0043072,,,,
Epic,PRB0041682 TMCA API data load issues ,Data Office,,,,DO - Engineering Practice,Atul Sharma,Anette Hon,,,,,,,,,Data Office Problem Tickets,Medium,,"BAU - Funding, Incidents - BAU",DA-1671,Elaboration,,,,0,0,0,0,0,0,0,0,,,Wont Have,,,PRB0041682,,,,
Epic,DMND0003533 Hardship Data Collection: ASIC Reporting Requirement,Data Office,,,"DO - Gemba, DO - COPS, DO - Vanguard",DO - Vanguard,Sean Murray,Sheldon Johnston,"Gemba FY26-Q4-S3, Gemba FY26-Q4-S5",,,,25-Mar-26,,4,1,Hardship including CMT Remediation,Highest,"COPS, Engineering","Squad Vanguard, Squad COPS, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning, DO Q4 COPS Planning",DA-1122,In Progress,,,,28.57,2,5,16.67,5,0,1,6,,,,Large (4 - 6 weeks),NA,DMND0003533,Risk,,,
Epic,DMND0003239 Wholesale balances missing last months interest charge.,Data Office,,,"DO - Gemba, DO - Vanguard",DO - Vanguard,Vinodhini Ramachandran,Anette Hon,"Vanguard FY26-Q4-S5, Vanguard FY27 Q1 S1, Vanguard FY27 Q1 S2, Vanguard FY27 Q1 S3",,,,12-May-26,,9,,Vanguard Demands (Data Office),Highest,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning, DO FY27 Q1 Vanguard Planning",DA-1634,In Progress,,,,44.44,4,5,27.27,6,2,3,11,12-Mar-26,,Must Have,Large (4 - 6 weeks),,DMND0003239,Risk,,,
Epic,DMND0003747 Request to change the rfi_dim_businessmanager code for the reporting,Data Office,,,DO - MPD - Pricing and Analytics,DO - MPD - Pricing and Analytics,Anju Unnithan,Sheldon Johnston,RFI Migration Christmas Sprint,,,,12-Feb-26,,,1,RFI Reporting Enhancements,Highest,"Engineering, Gemba","Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-1082,Selected for Development,,,,50,1,1,33.33,2,0,1,3,19-Dec-25,,,Medium (2 - 4 weeks),NA,DMND0003747,Dealer Distribution & Market & Partner,,,
Epic,DMND0003549 Data Office: Credit Enquiry VEDA Data Repair ,Data Office,,,,,Atul Sharma,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,Highest,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1132,Blocked,,,,0,0,1,50,1,0,1,2,,,,Medium (2 - 4 weeks),NA,DMND0003549,IT,,,
Epic,Grouping together Platform Practice stories that don't have a parent - please reassign to appropriate parents and then close this feature,Data Office,,,"DO - Platform Practice, DO - Vanguard",DO - Vanguard,Nigel Leslie,Anette Hon,"Vanguard Quarter 3 Sprint 2, Vanguard Quarter 3 Sprint 3, Vanguard Quarter 3 Sprint 5",,,,10-Dec-25,,1,,HOSHIN: Environment Standards & Release Process,Medium,,"Squad Vanguard, Platform - Practice",DA-4003,Backlog,,,,0,0,1,16,17,4,4,25,15-Oct-25,,,,,,,,,
Epic,Data Platform Target State & Roadmap,Data Office,,,,DO - Platform Practice,,Nigel Leslie,,,,,,7-May-26,,,HOSHIN: Environment Standards & Release Process,Medium,,"Platform - Practice, DO Q4 Platform Practice Planning",DA-3968,Backlog,,,,0,0,0,0,0,0,0,0,,8-Apr-26,Must Have,,,,,,,
Epic,DMND0003340 EDMP pipeline automation environment,Data Office,,,DO - Platform Practice,DO - Vanguard,Nigel Leslie,Sheldon Johnston,,,,,,,,1,HOSHIN: Environment Standards & Release Process,Highest,Engineering,"Squad Gemba, BAU - Funding, Demands - BAU, Platform - Practice, DO Q4 Data Office Planning",DA-1079,Selected for Development,,,,0,0,1,0,1,0,0,1,,,,Large (4 - 6 weeks),NA,DMND0003340,Data,,,
Epic,Q4 Inc COPS  Q4 Incidents,Data Office,,,"DO - COPS, DO - Vanguard",DO - COPS,Greg Collocott,Greg Collocott,"COPS FY26-Q4-S3, COPS FY26-Q4-S4, COPS FY26-Q4-S5",,,,25-Mar-26,,19,,Incidents & Service Requests,Highest,,"Squad COPS, BAU - Funding, Incidents - BAU, DO Q4 COPS Planning",DA-3910,Backlog,,,,73.33,22,8,81.82,3,1,18,22,12-Feb-26,,,,,,Operations,,,
Epic,Q4 COPS BAU/Month End Tasks,Data Office,,,DO - COPS,DO - COPS,Himanshu Gahlot,Asif Iftikhar,"COPS FY26-Q4-S3, COPS FY26-Q4-S4, COPS FY26-Q4-S5",,,,25-Mar-26,,44,,Incidents & Service Requests,Highest,,"Squad COPS, BAU - Funding, DO Q4 COPS Planning",DA-4076,Backlog,,,,86.36,57,9,85,1,2,17,20,12-Feb-26,,,,,,Operations,,,
Epic,DMND0004001 - Huddle Report - Engage Data,Data Office,,,DO - COPS,DO - COPS,Pascal Marcello,Anette Hon,"COPS FY26-Q4-S1, COPS FY26-Q4-S3, COPS FY26-Q4-S4, COPS FY26-Q4-S5, COPS Quarter 3 Sprint 3",,,,29-Jun-26,,56,,COPS Customer Ops Perf Squad Demands,Highest,COPS,"Squad COPS, BAU - Funding, Demands - BAU, BI & Analytics - Practice, DO Q4 COPS Planning",DA-2376,In Progress,,,,72,90,35,65.96,14,2,31,47,,,Must Have,Medium (2 - 4 weeks),BI Reporting,DMND0004001,,,,Operations
Epic,DMND0003975 - Create Summary Metrics Page - EOM Collections Dashboard,Data Office,,,,DO - COPS,Anton Van Der Walt,Anette Hon,,,,,,,,,Legacy Decommissioning (SAS & AUPANALYTICS02),Highest,COPS,"Squad COPS, BAU - Funding, Demands - BAU, DO Q4 COPS Planning",DA-2304,In Progress,,,,100,67,0,100,0,0,17,17,,,Must Have,Medium (2 - 4 weeks),,DMND0003975,,,,Operations
Epic,DMND0004006- Early Collections - Arrangement Report (Daily/ Monthly) - ALFA and Leasetrac,Data Office,,,DO - COPS,DO - COPS,Pascal Marcello,Anette Hon,"COPS FY26-Q4-S3, COPS FY26-Q4-S4, COPS FY26-Q4-S5, COPS FY27-Q1-S1, COPS FY27-Q1-S2, COPS Quarter 3 Sprint 3",,,,29-Apr-26,,69,,Legacy Decommissioning (SAS & AUPANALYTICS02),Highest,COPS,"Squad COPS, BAU - Funding, Demands - BAU, DO Q4 COPS Planning",DA-2374,In Progress,,,,57.66,79,58,57.69,11,0,15,26,29-Oct-25,,Must Have,Large (4 - 6 weeks),,DMND0004006,,,,Operations
Epic,DMND0004034 - Collections Deck - Alfa and LeasTrac,Data Office,,,DO - COPS,DO - COPS,Anton Van Der Walt,Anette Hon,COPS FY26-Q4-S5,,,,25-Mar-26,,17,,Legacy Decommissioning (SAS & AUPANALYTICS02),Highest,,"Squad COPS, BAU - Funding, Demands - BAU, DO Q4 COPS Planning",DA-2615,Elaboration,,,,45.16,14,17,33.33,1,5,3,9,12-Mar-26,,Must Have,X-Large (> 6 weeks),,DMND0004034,Operations,,,
Epic,DMND0004119 - Complaints Topics,Data Office,,,"DO - COPS, DO - Vanguard",DO - COPS,Himanshu Gahlot,Parteek Gabba,"COPS FY26-Q4-S3, COPS FY26-Q4-S5, Vanguard FY26-Q4-S4",,,,25-Mar-26,,16,,Incidents & Service Requests,Highest,COPS,"Squad COPS, BAU - Funding, Demands - BAU, DO Q4 COPS Planning",DA-4372,Backlog,,,,58.06,18,13,37.5,12,3,9,24,12-Feb-26,,Must Have,,,DMND0004119,,,,Operations
Epic,AM Reporting - Data Mapping Conformed to Semantic Layer (Strategic) ,Data Office,,,DO - COPS,DO - COPS,Sean Murray,Len Asprey,"COPS FY26-Q4-S3, COPS FY26-Q4-S4, COPS FY26-Q4-S5, COPS FY27-Q1-S1",,,,15-Apr-26,,23,,Asset Management Asset Recovery Project,Medium,,"Squad COPS, Domain - Funding, Continuous Delivery (Data Dom) - CC, Data Architecture - Practice, DO Q4 COPS Planning, DO Q3 Planned, DO FY27 Q1 COPS Planning",DA-70,Backlog,,,,16.67,4,20,16.67,14,1,3,18,12-Feb-26,,Should Have,Small (< 2 weeks),Data Architecture,,,,,
Epic,Design Hardship Domain Data Reference Architecture & Data Model,Data Office,,,DO - COPS,DO - COPS,Len Asprey,Len Asprey,,,,,,,40,1,Hardship Domain Data Architecture & Data Model,Medium,"COPS, Hardship","Squad COPS, Data - Domain, Continuous Delivery (Data Dom) - CC, Data Architecture - Practice, DO Q4 COPS Planning",DA-93,Backlog,,,,0,0,41,0,17,0,0,17,,,,Large (4 - 6 weeks),Data Architecture,,,,,
Epic,DMND0003594 - Hardship Serviceability Agreement - LeasTrac Accounts,Data Office,,,DO - COPS,DO - COPS,Sean Murray,Sheldon Johnston,,,,,,,31,1,Hardship including CMT Remediation,Medium,"COPS, Engineering","Squad COPS, BAU - Funding, Demands - BAU, DO Q4 COPS Planning",DA-1099,In Progress,,,,38.46,20,32,31.25,11,0,5,16,,,Could Have,Medium (2 - 4 weeks),NA,DMND0003594,,,,Operations
Epic,DMND0003746 Experian feedfile for MyAccess,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Highest,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU",DA-1426,Selected for Development,,,,0,0,0,0,1,0,0,1,,,,Medium (2 - 4 weeks),NA,DMND0003746,IT,,,
Epic,DMND0003255 Data transfer - Mazda Australia,Data Office,,,"DO - DataCruiser, DO - Vanguard",DO - Gemba,Anju Unnithan,Anette Hon,DataCruiser FY26-Q4-S3,,,,,31-Mar-26,1,,Gemba Demands (Data Office),High,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning",DA-2620,Done,,,,100,86,0,100,0,0,63,63,,,Must Have,Large (4 - 6 weeks),,DMND0003255,AAAF,,,Market & Partner Development
Epic,DMND0003815 Toyota Onboarding Journey Data Automation,Data Office,,,"DO - Gemba, DO - DataCruiser",DO - Gemba,,Anette Hon,,,,,,,16,,Gemba Demands (Data Office),High,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU",DA-1429,Selected for Development,,,,15.79,3,16,28.57,3,2,2,7,,,,Large (4 - 6 weeks),NA,DMND0003815,Marketing,,,
Epic,DMND0003891 Self-Serve NPS Survey Extract Report Manager,Data Office,,,,DO - Gemba,,Anette Hon,,,,,,,,,Gemba Demands (Data Office),Highest,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning",DA-1766,Backlog,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003891,Dealer Distribution & Market & Partner,,,Market & Partner Development
Epic,DMND0003892 New In-Life Customer Survey Data Extracts,Data Office,,,DO - Gemba,DO - Gemba,Farhad Kardan,Anette Hon,"Gemba FY26-Q4-S3, Gemba FY26-Q4-S4, Gemba FY27-Q1-S1, Gemba Q3S6",Gemba FY27-Q1-S1,,,,15-Apr-26,9,,Gemba Demands (Data Office),High,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning, DO FY27 Q1 Gemba Planning",DA-1765,Selected for Development,,,,50,6,6,60,2,0,3,5,,1-Apr-26,,Medium (2 - 4 weeks),,DMND0003892,Dealer Distribution & Market & Partner,,,Market & Partner Development
Epic,DMND0003140 Data Provided to ADICA Improvement,Data Office,,,,DO - Gemba,Daniel Wade,Sheldon Johnston,,,,,,,,1,Gemba Demands (Data Office),High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1059,Blocked,,,,0,0,1,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0003140,Dealer Distribution & Market & Partner,,,
Epic,DMND0003652 One Toyota Used Vehicle Data Automation,Data Office,,,DO - DataCruiser,DO - Gemba,,Anette Hon,,,,,,,,,Gemba Demands (Data Office),High,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning",DA-1771,Elaboration,,,,0,0,0,0,1,0,0,1,,,,Medium (2 - 4 weeks),,DMND0003652,Dealer Distribution & Market & Partner,,,
Epic,DMND0003555 Update EDMP to receive new NoEmployerConfidence flag in verifier SummaryData CSV extract,Data Office,,,DO - Gemba,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Gemba Demands (Data Office),High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning",DA-1133,Selected for Development,,,,0,0,1,0,1,0,0,1,,,,Medium (2 - 4 weeks),,DMND0003555,IT,,,
Epic,DMND0003686 NVIC / GFV VIN Validation Error Reporting,Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Validate accuracy of NVIC and VIN assigned to Quote/Application,High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning",DA-1024,In Progress,,,,50,1,1,100,0,0,4,4,,,,Small (< 2 weeks),NA,DMND0003686,Dealer Distribution & Market & Partner,,,
Epic,DMND0002233 TMCA's access to MaterialCode-NVIC Mapping table,Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Validate accuracy of NVIC and VIN assigned to Quote/Application,High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1102,Elaboration,,,,0,0,1,0,0,0,0,0,,,,Large (4 - 6 weeks),NA,DMND0002233,Marketing,,,
Epic,DMND0001721 Add TPR Lead data to FACT.Lead and DIM.Lead,Data Office,,,DO - Gemba,DO - Gemba,Mark Pavkovic,Sheldon Johnston,,,,,,,,1,Lead Data inc. TPR,High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1050,Selected for Development,,,,0,0,1,0,4,0,0,4,,,Must Have,Medium (2 - 4 weeks),NA,DMND0001721,Marketing,,,
Epic,DMND0003829 Possible Match Rule,Data Office,,,,DO - Vanguard,Geoffrey Soh,Anette Hon,,,,,,,,,Vanguard Demands (Data Office),High,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO FY27 Q1 Vanguard Planning",DA-2232,Selected for Development,,,,0,0,0,0,0,0,0,0,,,Should Have,Large (4 - 6 weeks),,DMND0003829,Risk,,,
Epic,DMND0004040 Used Vehicle Price Elasticity,Data Office,,,DO - DataCruiser,DO - DataCruiser,Parul Oberai,Anette Hon,"DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4, DataCruiser FY26-Q4-S5",,,,,31-Mar-26,26,,DataCruiser Demands (Data Office),Highest,"DataCruiser, DataScience","Squad DataCruiser, BAU - Funding, Demands - BAU, DO Q4 DataCruiser Planning, DO FY27 Q1 DataCruiser Planning",DA-2700,In Progress,,,,57.45,27,20,66.67,3,1,8,12,,,Should Have,,,DMND0004040,Marketing,,,Market & Partner Development
Epic,Customer Data Quality Reports (for CDR Project),Data Office,,,DO - DataCruiser,DO - DataCruiser,Parul Oberai,Anette Hon,"DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4, DataCruiser FY26-Q4-S5, DataCruiser FY27-Q1-Sprint 1, DataCruiser Q3S6",,,,,23-Sep-25,67.5,2,Data Quality Uplift,Medium,"DataCruiser, Gemba, Domain","Squad Gemba, Squad DataCruiser, Project - Funding, CDR - CC, DO Q4 DataCruiser Planning, DO Q3 Planned, DO FY27 Q1 DataCruiser Planning",DA-1850,In Progress,,,,66.78,99.5,49.5,53.85,28,8,42,78,,2-Jul-25,Should Have,X-Large (> 6 weeks),,,,,,
Epic,DMND0003765 Utilisation of EDMP Common framework to Pega Bix files,Data Office,,,DO - DataCruiser,DO - DataCruiser,Atul Sharma,Sheldon Johnston,"DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4",,,,,31-Mar-26,44,1,DataCruiser Demands (Data Office),Medium,Engineering,"Squad DataCruiser, BAU - Funding, Demands - BAU, DO Q4 DataCruiser Planning, DO FY27 Q1 DataCruiser Planning",DA-1049,In Progress,,,,33.93,19,37,50,6,1,7,14,,,Should Have,Large (4 - 6 weeks),NA,DMND0003765,IT,,,
Epic,FY26-Q4 DataCruiser Incidents,Data Office,,,"DO - Gemba, DO - DataCruiser, DO - Vanguard",DO - DataCruiser,Prerna Sharma,Greg Collocott,"DataCruiser FY26-Q4-PI, DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4, DataCruiser FY26-Q4-S5, Gemba FY26-Q4-S3, Gemba FY26-Q4-S4",,,,,31-Mar-26,45,,Incidents & Service Requests,Medium,,"Squad DataCruiser, BAU - Funding, Incidents - BAU, DO Q4 DataCruiser Planning",DA-3908,In Progress,,,,81.67,73.5,16.5,82.67,11,2,62,75,,,Must Have,,,,,,,
Epic,Team Capacity FY26 DataCruisers,Data Office,,,DO - DataCruiser,DO - DataCruiser,Prerna Sharma,Prerna Sharma,"DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4, DataCruiser FY26-Q4-S5",,,,,31-Mar-26,,,Team Capacity FY26,Medium,,"Squad DataCruiser, BAU - Funding, Engineering - Practice",DA-6239,In Progress,,,,0,0,0,75,1,2,9,12,,,Must Have,,,,,,,
Epic,DMND0004008 eDoc/WDU Transaction Report Automation,Data Office,,,DO - DataCruiser,DO - DataCruiser,Matthew Falia,Anette Hon,"DataCruiser FY26-Q4-S5, DataCruiser FY27-Q1-Sprint 3, DataCruiser FY27-Q1-Sprint 4, DataCruiser FY27-Q1-Sprint 5",,,,10-Jun-26,,8,,DataCruiser Demands (Data Office),Medium,,"Squad DataCruiser, BAU - Funding, Demands - BAU, FY27-Q1, DO FY27 Q1 DataCruiser Planning",DA-2379,Elaboration,,,,0,0,8,0,5,0,0,5,12-Mar-26,,Must Have,Medium (2 - 4 weeks),,DMND0004008,TFM,,,Toyota Fleet Management
Epic,DMND0003436 Extend existing PPSR exception reporting to cover Fleet contracts,Data Office,,,DO - DataCruiser,DO - DataCruiser,Prerna Sharma,Sheldon Johnston,DataCruiser FY26-Q4-S4,,,,,30-Jun-26,8,1,DataCruiser Demands (Data Office),High,"DataCruiser, Engineering, PPSR","Squad DataCruiser, BAU - Funding, Demands - BAU, DO Q4 DataCruiser Planning, DO FY27 Q1 DataCruiser Planning",DA-1110,In Progress,,,,55.56,5,4,50,1,0,1,2,,16-Dec-25,Should Have,Medium (2 - 4 weeks),NA,DMND0003436,IT,,,
Epic,DMND0003435 Extend existing PPSR exception reporting to cover Retail contracts originated in Alfa System,Data Office,,,DO - DataCruiser,DO - DataCruiser,Prerna Sharma,Sheldon Johnston,DataCruiser FY27-Q1-Sprint 1,,,,,30-Jun-26,4,1,DataCruiser Demands (Data Office),Highest,"DataCruiser, Engineering, PPSR","Squad DataCruiser, BAU - Funding, Demands - BAU, DO FY27 Q1 DataCruiser Planning",DA-1112,Blocked,,,,85.29,29,5,87.5,2,0,14,16,,,Should Have,Medium (2 - 4 weeks),NA,DMND0003435,IT,,,
Epic,DMND0003286 Add new codes to MDM master data,Data Office,,,DO - DataCruiser,,Ihab Emam,Sheldon Johnston,,,,,,,6,1,IT and Data Office Demands,Medium,"DataCruiser, Engineering","Squad DataCruiser, BAU - Funding, Demands - BAU, DO Q3 Planned",DA-1125,Selected for Development,,,,36.36,4,7,33.33,4,0,2,6,,,,Medium (2 - 4 weeks),NA,DMND0003286,IT,,,
Epic,MDM - Release 2.0 ,Data Office,,,"Data Office, DO - Gemba, Data Office [EXT], DO - Architecture Practice, DO - DataCruiser",DO - DataCruiser,Ihab Emam,Len Asprey,"DataCruiser FY27-Q1-Sprint 1, DataCruiser FY27-Q1-Sprint 3, DataCruiser Q3S2, DataCruiser Q3S4, DataCruiser Q3S5, Gemba Q3S6",,,,13-May-26,,36,,Master Data Management (MDM),Highest,"DataCruiser, MDM, Data_Architecture","Squad DataCruiser, Data - Domain, Domain - Funding, Continuous Delivery (Data Dom) - CC, Data Architecture - Practice, DO Q4 DataCruiser Planning, DO Q3 Planned, DO FY27 Q1 DataCruiser Planning",DA-2303,Blocked,,,,21.74,10,36,19.05,11,6,4,21,15-Oct-25,,,,Data Architecture,,,,,
Epic,DMND0003518 Correction to Quote BIX for 'Quantum 2' data from Pega to Data Warehouse as CSV not XML (INC0179485) (INC0148417) (INC0129339),Data Office,,,,,,Sheldon Johnston,,,,,,,,1,IT and Data Office Demands,Highest,"DataCruiser, Engineering","Squad DataCruiser, BAU - Funding, Demands - BAU, Engineering - Practice",DA-1127,In Progress,,,,80,4,1,100,0,0,3,3,,,,Large (4 - 6 weeks),Engineering,DMND0003518,IT,,,
Epic,DMND0003447 Corporate Balanced Scorecard Data for SET Obeya,Data Office,,,DO - Vanguard,DO - Vanguard,Bindu Baddepudi,Sheldon Johnston,,,,,,,8,1,Vanguard Demands (Data Office),Medium,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1136,Selected for Development,,,,0,0,9,20,4,0,1,5,,,Could Have,X-Large (> 6 weeks),NA,DMND0003447,Strategy,,,Business Strategy & Analytics
Epic,DMND0003669 Transaction Monitoring InfoView Report Update,Data Office,,,DO - Vanguard,DO - Vanguard,Bindu Baddepudi,Sheldon Johnston,,,,,,,,1,Vanguard Demands (Data Office),Medium,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU, Engineering - Practice, DO Q4 Vanguard Planning, DO FY27 Q1 Vanguard Planning",DA-1027,Selected for Development,,,,94.12,16,1,76.92,3,0,10,13,,,Could Have,Large (4 - 6 weeks),Engineering,DMND0003669,Risk,,,
Epic,DMND0003495 Load missing key data tables into Azure EDMP 'conformed' then model in 'semantic' tfaap dimensions,Data Office,,,DO - MPD - Pricing and Analytics,DO - MPD - Pricing and Analytics,Sheldon Johnston,Sheldon Johnston,,,,,,,,1,RFI Reporting Enhancements,Highest,"Engineering, Gemba","Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-1118,Elaboration,,,,0,0,1,0,2,0,0,2,,,,Medium (2 - 4 weeks),,DMND0003495,Data,,,
Epic,DMND0003239 Ensure all Azure EDMP data accurately matches with Wholesale & SAP,Data Office,,,,DO - Vanguard,,Sheldon Johnston,,,,,,,,,IT and Data Office Demands,High,"Engineering, RiskManagement, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU",DA-1131,In Progress,,,,0,0,0,0,0,0,0,0,,,,,,DMND0003239,Risk,,,
Epic,DMND0003640 Productionisation and Automation of Fraud Dashboard,Data Office,,,DO - Vanguard,DO - Vanguard,Asif Iftikhar,Sheldon Johnston,,,,,,,,1,Vanguard Demands (Data Office),High,"Engineering, Architecture, DataScience, Vanguard, Reporting","Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning, DO FY27 Q1 Vanguard Planning",DA-1033,Selected for Development,,,,0,0,1,0,2,0,0,2,,,Could Have,Large (4 - 6 weeks),NA,DMND0003640,Risk,,,
Epic,DMND0003754 - Data Engineering  - Create Dimensional Model for Dashboard,Data Office,,,DO - Engineering Practice,DO - Vanguard,Atul Sharma,Sheldon Johnston,,,,,,,,1,Vanguard Demands (Data Office),High,"Engineering, Vanguard","Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1074,Selected for Development,,,,0,0,1,0,1,0,0,1,,,,Medium (2 - 4 weeks),NA,DMND0003754,Risk,,,Risk Management
Epic,DMND0003060 Extraction of TPR Case Data - Manual/Auto,Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,,Lead Data inc. TPR,High,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1115,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Small (< 2 weeks),NA,DMND0003060,Marketing,,,
Epic,DMND0003523 eQuote Used Vehicle Power BI Dashboards,Data Office,,,DO - DataCruiser,DO - Gemba,,Anette Hon,,,,,,,,,Gemba Demands (Data Office),High,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU",DA-1768,Selected for Development,,,,0,0,0,50,1,0,1,2,,,,Small (< 2 weeks),,DMND0003523,Dealer Distribution & Market & Partner,,,
Epic,DMND0003319 AssetType dimension re-build in dimensional data warehouse,Data Office,,,,,,Sheldon Johnston,,,,,,,,5,,Medium,Engineering,,DA-1114,Backlog,,,,0,0,5,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003319,,,,
Epic,DMND0003906 Retail Application Scorecard Daily Data Integrity Check,Data Office,,,,DO - Vanguard,Bindu Baddepudi,Anette Hon,,,,,,,,,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-1916,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Large (4 - 6 weeks),,DMND0003906,Risk,,,Risk Management
